Month,Wind speed,Wind direction,Sun,Cloud cover,Chances of rain
2,23,2,21,27,15
4,23,4,14,84,80
6,50,1,29,74,21
1,64,2,79,52,56
11,23,4,16,64,62
10,56,3,97,67,24
1,50,2,18,23,56
12,70,3,69,88,10
11,39,4,65,53,72
7,42,2,36,60,86
4,0,4,84,72,75
3,71,3,28,70,11
5,19,1,29,96,42
5,67,1,63,92,43
11,20,2,64,23,62
5,80,2,18,25,64
7,14,4,15,78,13
10,46,4,100,100,90
10,1,4,15,83,87
7,53,4,96,92,89
7,61,2,28,26,47
11,13,3,76,43,40
5,27,1,69,89,84
3,68,3,59,80,37
9,41,2,19,51,53
1,62,1,31,92,21
4,62,4,83,71,86
3,75,2,52,71,71
8,7,1,57,67,30
3,25,2,45,78,59
11,26,1,39,94,44
9,58,4,51,37,21
8,68,2,58,27,67
3,67,1,37,52,19
5,10,2,85,38,82
6,7,3,35,30,56
2,60,1,11,54,81
5,41,1,79,35,78
6,41,4,51,21,89
1,31,3,53,72,40
4,75,4,91,46,17
4,27,1,31,23,74
2,7,4,64,89,65
12,56,4,99,75,47
1,73,3,31,59,14
4,39,2,82,25,33
10,34,1,38,96,36
9,77,2,60,97,33
2,77,3,17,32,12
2,74,2,24,47,33
11,22,4,21,62,66
6,29,1,54,92,12
3,50,3,13,38,15
8,39,1,10,98,46
12,5,4,26,92,18
10,62,1,22,41,13
8,2,4,24,51,79
1,47,3,27,43,48
1,59,1,32,52,22
1,29,2,94,73,68
8,27,1,70,62,75
4,50,1,11,73,15
10,49,3,50,78,57
11,61,3,44,88,17
4,70,3,72,52,76
12,33,4,38,85,13
12,75,4,59,82,28
6,21,1,71,21,31
1,8,2,48,45,70
4,4,2,70,64,73
2,15,4,32,98,17
12,51,3,77,50,42
10,26,3,43,33,15
1,76,3,99,23,40
7,49,4,65,66,73
8,75,4,47,20,18
1,0,3,98,98,79
8,65,1,57,81,50
7,37,4,23,42,39
8,39,1,71,46,22
6,62,1,55,72,19
9,69,3,86,32,41
12,50,4,31,25,85
7,48,2,47,39,78
2,79,1,96,90,90
10,5,4,83,42,51
12,15,1,28,91,35
8,62,3,28,85,14
8,32,2,44,75,56
5,47,1,56,67,56
2,49,3,53,81,62
6,29,2,91,80,31
1,62,2,48,83,62
4,59,4,63,73,77
8,13,2,17,50,40
2,15,4,81,87,12
5,61,1,55,23,68
8,9,1,90,34,68
2,4,2,92,54,38
5,21,1,62,46,31
7,56,2,49,72,26
2,55,1,56,47,78
11,38,4,49,68,11
5,79,4,90,47,90
4,58,4,14,94,38
4,3,2,91,76,74
8,19,3,13,31,44
11,68,2,71,79,56
10,61,2,36,98,55
8,41,2,77,81,38
11,26,2,18,84,26
1,76,2,70,82,32
3,52,1,68,27,69
11,43,4,60,44,29
5,59,2,48,64,24
1,16,3,83,29,41
5,69,4,83,87,80
4,31,2,47,28,14
2,44,2,22,81,32
2,34,1,85,91,22
11,35,1,52,63,64
4,56,2,37,93,88
5,22,2,96,49,10
11,20,3,55,97,27
2,18,1,45,32,22
11,51,2,45,82,86
3,39,4,77,44,28
5,13,1,23,83,45
4,21,4,99,96,10
11,31,2,81,28,89
12,51,2,55,41,69
9,75,3,65,26,66
5,32,2,38,24,21
1,53,1,67,28,30
3,65,3,99,60,37
8,71,3,44,94,61
12,21,1,12,36,37
4,80,2,66,87,41
12,58,3,90,70,54
3,63,3,63,31,24
1,44,2,34,70,44
5,15,1,90,65,16
1,38,4,89,54,87
9,7,1,58,28,13
3,18,4,39,76,53
6,2,3,69,68,44
9,74,3,85,72,19
3,66,4,57,57,56
12,68,2,11,37,35
7,21,4,14,65,65
2,77,1,68,37,79
11,72,3,100,90,58
4,28,3,45,58,69
10,69,3,14,81,78
5,26,4,25,29,72
9,78,2,56,51,58
11,47,2,63,28,41
12,24,3,72,52,38
1,45,2,27,39,73
2,68,2,58,23,84
2,67,3,68,61,26
3,9,3,81,39,13
7,38,2,84,96,89
5,67,4,33,22,76
8,27,4,80,60,27
9,42,1,58,86,67
4,22,2,12,98,27
9,28,1,89,47,18
8,29,2,75,83,59
1,65,4,74,46,53
7,67,4,17,89,58
6,58,2,11,22,19
7,14,4,65,60,41
5,56,3,42,54,22
2,41,1,84,28,61
9,37,2,91,29,57
5,61,1,49,78,84
10,62,2,67,51,68
5,23,1,20,93,20
8,30,2,57,79,32
10,18,3,87,33,89
11,26,3,91,55,58
3,50,2,51,93,48
8,74,2,60,89,71
6,17,2,85,42,47
4,74,3,56,25,71
11,73,1,28,89,79
12,46,3,55,23,69
8,18,3,94,100,42
2,65,1,41,49,36
5,76,4,14,100,65
7,29,1,29,24,49
4,19,4,49,77,24
6,35,3,58,27,81
8,0,4,21,89,60
11,2,3,46,66,51
8,19,4,51,64,51
12,47,3,59,80,45
12,19,3,31,71,27
12,7,2,28,65,71
1,27,3,14,35,79
12,58,3,48,26,75
5,12,3,45,67,67
6,31,2,52,65,69
1,77,2,48,78,43
6,61,2,47,52,13
2,13,4,35,32,22
5,23,2,92,58,44
5,27,3,16,74,71
4,56,1,75,92,42
2,77,2,20,40,66
8,34,4,29,44,48
4,17,1,11,71,28
6,32,2,84,98,29
4,53,1,55,78,19
4,20,4,37,74,26
1,22,4,61,85,68
2,24,4,41,81,11
4,56,3,58,31,58
11,23,2,91,33,63
8,72,2,25,71,47
10,50,4,50,85,24
2,39,2,85,77,83
11,46,1,38,42,56
5,0,1,78,54,77
10,61,3,69,72,39
8,59,4,20,28,60
12,40,3,82,82,74
6,64,3,78,92,62
7,6,1,85,67,36
9,27,3,52,62,18
6,29,3,96,95,45
4,36,3,87,80,29
1,13,1,89,51,81
3,80,1,10,72,65
5,74,3,77,76,68
8,14,2,56,94,59
6,53,4,73,23,46
1,26,1,67,89,53
12,61,1,55,43,73
3,72,1,91,40,90
3,67,2,73,34,12
4,78,2,37,95,32
11,16,3,19,87,65
4,42,3,10,49,54
11,10,1,20,39,14
4,50,4,72,51,37
11,49,2,82,48,67
11,70,2,77,54,45
5,78,3,69,27,59
12,43,3,74,44,39
9,57,4,83,60,41
1,29,4,77,78,63
5,24,4,57,46,27
6,53,1,28,78,64
1,35,4,95,59,66
3,70,1,33,57,13
11,64,1,96,31,34
7,48,2,59,72,24
1,68,1,55,45,26
3,59,2,10,72,63
9,11,1,76,41,21
2,49,3,76,51,20
9,40,2,44,52,35
1,73,4,52,78,75
8,34,3,44,68,40
8,52,1,36,71,79
12,53,2,17,55,25
11,75,1,94,95,52
1,76,3,57,75,41
2,27,2,26,75,50
3,64,4,27,43,89
10,37,2,69,58,68
8,17,3,89,96,74
3,62,1,91,65,58
6,22,1,88,48,50
4,47,3,32,81,16
10,69,4,44,80,44
3,37,3,36,56,87
5,70,2,39,40,35
8,16,1,83,76,10
7,3,4,24,50,59
7,58,2,22,41,10
9,44,1,10,99,17
10,42,1,25,27,54
10,31,4,91,29,49
12,42,1,13,70,64
2,68,3,41,67,45
11,57,4,20,50,40
1,74,1,84,21,85
12,10,1,20,23,23
11,0,3,78,91,84
8,13,3,67,28,65
9,8,1,25,73,35
2,56,2,89,75,79
10,3,4,53,24,10
9,79,4,26,32,58
12,43,1,78,84,61
6,58,4,39,91,40
9,21,1,99,52,72
7,20,1,52,58,55
8,80,3,84,38,59
3,73,4,32,79,88
3,71,2,37,44,83
2,53,4,35,29,36
8,19,1,37,96,85
11,16,4,90,89,68
2,34,3,11,90,77
7,49,3,52,39,50
3,39,2,68,81,78
5,43,2,48,31,18
10,61,1,47,82,57
11,70,2,76,55,20
9,62,2,39,60,66
3,79,4,32,21,22
10,68,2,20,56,58
9,80,2,87,56,76
3,72,3,68,42,30
11,4,4,30,97,33
6,12,1,28,63,72
5,70,2,60,99,81
4,10,2,74,91,81
7,72,2,78,53,82
5,5,3,91,80,64
3,43,4,67,92,65
3,57,2,49,70,67
2,50,3,70,39,87
2,70,2,14,85,27
9,19,2,24,89,75
3,57,2,49,34,35
8,27,2,13,61,49
7,29,2,80,67,65
3,8,3,72,78,35
5,57,4,90,62,28
11,48,4,93,92,86
9,30,1,51,57,46
4,31,1,99,23,34
3,55,4,90,40,32
4,46,2,73,92,59
5,41,2,34,64,58
12,77,3,81,32,10
7,54,3,59,53,10
4,65,2,86,96,33
6,16,3,42,64,76
12,61,2,72,88,72
1,45,2,41,27,38
1,65,1,43,28,31
6,11,4,96,41,40
3,26,4,27,20,30
6,64,2,33,44,15
3,45,4,20,49,42
4,38,2,95,59,37
10,59,1,37,94,12
6,35,3,88,63,54
3,45,1,27,56,88
11,36,3,59,83,29
11,23,2,15,68,83
6,58,3,21,25,33
12,26,3,38,75,68
7,62,2,19,78,80
6,51,4,86,26,51
4,14,2,77,49,75
4,30,1,18,93,57
8,19,2,14,96,31
11,30,1,59,69,65
6,22,2,25,29,39
3,51,2,11,87,84
4,23,2,55,55,63
12,72,4,99,68,56
3,62,2,36,29,47
2,69,3,23,49,54
9,25,1,41,58,11
7,6,4,39,94,30
10,65,2,24,50,57
1,54,3,50,27,30
2,1,1,15,33,52
5,7,4,87,53,35
6,24,2,23,52,18
5,50,3,17,35,67
12,31,3,56,40,53
1,0,3,95,61,23
2,78,3,53,83,71
12,47,2,97,89,19
10,76,3,53,43,67
10,6,3,89,25,65
2,79,2,70,96,22
12,53,2,31,73,86
3,41,2,74,23,63
7,31,3,87,64,52
2,19,4,71,53,30
12,47,1,22,64,40
7,55,2,30,91,34
1,55,3,77,70,75
8,57,1,70,27,16
10,51,1,84,23,28
1,20,4,18,71,86
4,63,1,98,52,13
5,3,1,24,61,40
9,6,1,65,32,22
8,61,2,14,71,36
5,51,3,15,22,28
10,23,2,70,79,51
1,63,2,23,72,52
4,74,3,73,51,47
6,74,2,27,20,28
10,18,3,97,56,52
3,67,1,68,53,89
11,24,4,49,71,81
2,30,2,72,20,56
3,27,1,90,63,83
4,11,1,16,44,35
6,64,3,70,45,66
12,31,1,18,89,83
8,1,2,19,52,51
8,26,2,54,100,25
3,43,3,54,63,46
7,40,4,18,50,29
5,63,3,99,66,47
1,55,1,51,30,52
6,16,2,84,30,62
7,35,2,83,30,86
10,6,1,69,78,90
6,68,3,45,28,55
3,66,2,44,40,44
1,40,1,13,39,85
9,39,4,60,97,38
5,71,3,79,88,17
7,76,4,71,40,14
1,18,3,56,60,56
4,23,3,38,68,88
10,30,2,46,31,23
7,69,4,12,67,20
4,33,4,88,43,81
2,28,4,51,86,83
5,52,2,68,26,81
4,34,1,80,56,10
7,69,1,32,35,68
2,77,1,85,68,25
3,2,3,39,27,50
10,44,3,10,90,33
8,12,1,31,35,71
10,36,1,33,44,87
2,41,3,85,29,90
11,67,3,61,66,11
10,7,4,38,34,61
5,32,3,36,79,89
9,80,1,65,45,34
1,46,1,38,91,11
8,11,3,52,34,16
1,11,3,18,44,73
11,17,2,32,99,27
3,10,2,11,53,90
4,79,1,69,81,19
10,60,1,88,64,60
5,47,2,95,52,58
2,0,3,68,45,88
3,66,3,57,66,77
10,6,4,32,47,12
4,14,2,37,87,25
12,36,1,75,34,65
12,76,3,17,41,68
1,54,1,50,27,49
4,15,4,28,29,34
11,29,4,56,42,71
12,53,1,99,86,49
8,76,4,60,65,84
2,7,3,81,49,84
10,69,3,88,94,40
11,15,2,52,59,27
10,59,4,14,48,16
11,33,2,45,81,68
1,46,3,80,78,58
5,52,3,57,30,18
10,13,2,34,45,52
6,4,1,19,80,29
8,54,1,27,30,27
1,11,4,97,42,43
2,12,3,85,42,83
9,22,2,35,25,40
4,76,1,31,39,56
12,38,4,14,27,63
12,42,2,67,89,60
5,59,2,91,98,11
2,42,1,67,27,15
5,75,1,16,54,23
10,58,3,94,90,38
2,26,3,50,67,36
10,24,4,49,86,15
8,40,3,21,33,83
1,74,2,55,68,11
9,30,1,27,40,53
6,35,2,65,81,63
3,65,2,44,72,80
4,71,3,62,22,13
10,39,4,64,31,13
8,5,2,11,65,10
4,23,3,68,91,21
8,28,4,29,25,81
1,46,4,11,48,36
3,9,4,65,40,16
6,4,2,45,70,69
9,72,1,69,93,86
12,80,4,54,85,16
1,57,1,72,31,12
9,79,3,48,32,50
2,67,1,17,41,69
9,7,1,10,52,45
4,11,1,19,46,69
11,62,4,68,59,87
11,13,3,40,95,87
10,69,2,11,97,68
6,20,4,68,78,82
5,4,2,85,43,34
6,21,4,31,23,86
8,9,2,27,39,13
4,49,4,11,81,44
2,19,2,23,27,46
8,21,4,35,60,66
11,15,2,78,64,43
12,59,1,25,59,40
1,58,4,82,54,35
10,34,1,97,54,48
10,56,4,38,60,50
11,3,4,27,20,59
2,27,1,41,74,27
4,36,4,16,100,61
2,71,2,90,75,84
11,22,1,55,99,88
7,26,3,56,33,62
4,48,2,39,93,78
2,7,1,36,46,34
1,78,4,39,35,79
7,26,2,75,84,30
8,64,4,43,50,48
6,41,1,19,75,14
6,6,4,26,25,84
2,58,2,84,66,15
10,65,3,25,95,77
8,19,1,57,22,79
7,71,3,53,63,19
10,58,4,96,77,52
1,11,2,24,30,51
7,73,1,25,39,74
3,43,1,54,42,30
10,72,1,78,56,49
6,32,1,48,33,76
10,4,2,12,76,76
1,22,1,22,67,62
7,78,2,100,93,85
8,8,3,69,64,35
1,39,3,60,32,38
3,22,3,97,93,76
12,62,1,40,61,70
10,32,3,35,37,30
10,60,2,88,71,79
9,1,1,60,44,50
11,10,4,14,61,47
11,25,3,29,33,30
7,79,1,65,83,42
4,56,1,81,31,19
12,46,2,17,36,56
2,62,2,36,54,32
8,55,2,28,38,89
12,12,1,18,43,70
2,17,3,83,62,45
10,16,1,82,78,27
8,57,3,35,30,88
2,61,4,57,86,71
3,62,1,57,40,54
7,28,1,54,56,10
2,16,3,18,98,43
2,62,4,70,31,27
5,47,3,99,31,23
4,58,3,40,55,21
1,49,4,10,52,44
3,33,4,79,76,23
10,3,2,27,22,90
12,31,2,57,80,70
10,31,4,66,46,47
1,52,4,37,53,58
1,12,4,16,44,47
4,1,2,83,77,14
5,7,4,34,28,89
1,72,3,15,77,56
5,64,4,19,64,49
9,45,3,89,58,46
1,21,4,81,23,55
3,25,1,100,33,70
1,77,2,60,75,18
9,12,2,43,84,69
11,27,4,10,33,62
5,17,4,52,61,81
8,56,1,27,20,27
7,13,4,72,84,21
2,79,1,90,36,81
4,71,3,94,93,34
2,33,4,38,90,12
2,73,1,52,59,58
10,34,1,75,50,17
9,0,2,93,94,42
3,32,3,73,99,63
7,13,2,66,71,90
11,61,1,37,45,44
9,69,4,42,86,88
2,25,1,97,30,17
4,6,1,92,52,81
8,32,3,66,71,47
1,29,2,25,41,67
5,43,3,21,96,44
11,52,4,97,35,51
8,0,1,80,99,57
4,65,4,78,98,19
6,45,1,54,28,88
8,62,1,21,70,18
2,56,2,71,87,26
4,65,4,29,47,58
7,11,1,75,49,33
6,52,1,84,49,78
9,76,4,76,22,76
12,62,1,23,38,77
1,21,2,32,69,13
3,43,4,84,68,49
4,0,3,78,29,82
11,14,4,86,44,59
9,17,4,94,38,29
10,15,3,17,99,46
4,24,1,78,100,24
1,7,3,67,77,49
7,44,1,19,96,13
6,31,3,47,82,89
7,38,2,93,89,69
6,53,1,87,66,40
10,19,1,49,98,57
4,24,4,97,92,73
10,27,3,98,30,80
8,48,3,49,71,24
4,69,1,68,47,44
6,3,4,45,64,14
12,49,2,13,33,27
12,51,3,69,73,44
6,41,1,61,26,57
4,45,3,18,53,13
8,67,1,100,29,43
6,34,2,30,62,64
9,12,3,29,79,18
8,69,3,73,82,22
2,11,2,67,35,76
6,52,4,49,60,60
12,16,2,46,31,22
7,76,3,52,51,90
9,70,3,66,37,17
3,0,2,80,60,10
4,77,4,89,60,82
2,0,4,17,83,26
7,19,2,57,89,31
7,13,1,27,34,52
2,19,1,88,30,13
8,40,2,45,91,41
9,60,1,29,63,68
9,68,1,58,68,10
3,58,4,30,25,39
10,12,4,62,70,85
10,15,4,24,69,19
6,41,4,16,41,57
8,69,1,24,68,47
4,38,3,66,57,74
4,42,4,68,33,87
9,75,3,24,67,18
5,77,4,98,73,27
9,41,3,72,47,83
7,3,2,57,63,16
7,68,4,12,59,89
8,32,2,97,43,39
1,51,1,80,76,62
2,51,1,98,22,83
5,16,1,11,76,15
3,39,2,13,39,75
3,41,1,11,51,62
4,38,1,30,57,33
5,44,3,80,93,18
3,3,2,70,46,75
2,16,3,13,63,13
5,65,1,49,79,81
5,70,3,82,39,34
12,4,4,26,91,62
8,61,1,24,78,26
3,47,3,36,96,31
12,0,4,53,20,69
2,42,2,63,46,43
4,60,2,88,90,47
11,54,2,73,35,19
9,59,2,90,96,20
5,18,1,90,54,31
5,0,4,44,88,61
2,57,3,50,57,72
11,20,3,37,94,33
4,45,3,10,73,37
8,2,3,29,25,29
9,10,4,62,28,88
2,58,4,63,20,14
6,58,1,37,87,47
2,60,2,49,31,55
12,36,1,85,74,83
6,42,4,25,32,11
7,18,3,59,51,34
9,68,4,20,96,23
9,62,4,42,82,33
5,3,1,29,97,28
1,67,4,33,50,32
5,13,3,68,61,17
7,72,4,39,98,69
8,70,2,41,65,50
10,23,2,25,72,25
1,57,3,88,36,84
7,11,3,21,46,69
7,51,3,94,73,46
10,69,3,24,93,23
1,14,4,16,81,89
7,48,2,13,59,44
6,13,4,63,38,81
4,76,4,40,37,79
7,56,4,21,32,18
3,40,2,47,70,31
4,28,2,39,73,25
11,47,2,16,71,54
10,71,1,43,91,25
10,23,2,95,88,75
3,30,1,12,46,88
9,60,1,76,68,59
6,16,2,74,86,43
12,6,1,24,32,43
10,0,1,65,82,74
10,79,3,35,66,88
1,15,4,63,86,29
3,38,4,68,92,40
10,12,3,14,59,32
12,41,1,75,36,42
4,74,2,13,64,67
4,17,2,55,43,15
4,9,3,15,100,30
6,63,1,67,87,75
10,18,1,72,73,10
10,35,2,97,37,68
12,79,4,16,80,84
8,16,3,41,50,35
2,44,4,83,85,19
5,12,3,58,33,41
10,20,2,28,40,13
11,76,1,63,63,62
1,75,3,49,85,69
9,67,1,97,95,29
5,74,1,24,88,30
6,39,4,98,79,25
5,32,1,62,68,19
4,53,2,25,53,84
1,40,1,60,76,55
9,64,2,95,85,52
9,74,3,16,63,88
12,28,4,91,54,78
9,2,2,85,43,57
6,18,2,73,49,72
3,57,4,80,47,87
2,75,4,77,78,36
5,24,3,96,90,39
10,32,1,66,37,78
6,45,4,35,78,25
6,42,1,91,47,14
4,59,3,64,28,16
3,35,4,55,21,74
1,17,4,29,92,42
4,17,1,98,57,33
1,64,4,81,66,90
2,27,4,42,65,32
6,42,2,27,53,81
7,42,1,47,30,46
7,42,4,36,29,90
7,62,2,29,40,57
7,79,2,99,40,47
1,17,1,19,62,83
9,55,1,83,21,38
11,37,1,55,91,10
2,45,4,16,52,42
6,54,1,37,46,31
1,38,3,24,68,33
9,55,3,73,82,60
7,65,2,26,48,70
12,42,4,64,59,64
8,28,4,84,21,34
7,79,3,100,33,82
10,77,3,96,29,54
3,59,1,52,40,25
10,54,4,67,70,75
1,24,3,84,71,11
4,73,2,36,69,72
9,24,1,58,47,75
7,34,1,44,27,12
12,63,4,36,77,10
5,75,4,72,48,87
7,27,4,56,83,19
6,19,2,72,48,63
6,3,1,56,40,32
10,66,2,40,64,37
5,3,3,78,86,79
5,30,4,41,37,56
12,27,4,31,66,81
7,53,3,15,75,50
12,19,4,65,64,79
4,65,2,33,39,57
3,42,1,45,75,65
7,19,2,78,25,73
12,24,4,21,53,41
4,65,1,74,68,70
6,61,2,36,84,54
1,74,3,16,62,32
11,31,1,88,99,49
11,23,4,78,44,18
7,28,4,37,42,25
12,18,3,22,22,38
4,46,4,52,36,52
8,47,1,87,88,49
9,65,3,17,32,66
4,74,4,79,89,62
2,38,2,24,93,48
9,29,4,18,87,39
6,33,1,84,44,14
8,73,2,39,54,75
6,32,4,14,23,56
1,38,1,97,92,85
2,43,1,29,81,82
11,76,1,86,47,36
7,59,1,38,54,85
4,24,3,56,76,32
2,35,3,51,75,22
8,31,4,48,100,15
2,28,1,12,90,83
12,41,4,97,74,77
2,17,3,27,71,79
7,30,2,97,65,53
6,50,4,63,44,88
6,14,1,32,27,89
5,15,3,76,78,55
5,11,3,12,52,39
8,38,1,67,92,13
9,69,3,45,38,48
5,62,1,31,63,39
8,56,3,42,34,53
5,57,1,77,64,54
10,18,1,19,88,73
5,23,2,100,50,24
10,2,3,64,27,56
4,6,3,83,76,82
4,73,2,69,81,59
8,21,3,86,83,90
2,60,2,50,72,77
6,61,1,24,67,34
2,55,4,50,81,88
7,77,1,17,57,76
2,78,1,71,100,88
5,20,4,35,20,20
5,57,1,64,53,49
7,70,4,62,99,25
6,28,2,54,87,49
2,52,3,44,82,55
1,62,1,99,48,25
11,24,2,27,50,30
5,23,2,29,93,58
7,0,4,89,86,60
3,32,2,33,67,39
5,18,2,38,62,13
3,49,2,21,77,79
8,60,2,78,20,23
9,69,3,31,62,29
8,21,3,74,59,35
7,58,1,68,86,14
12,13,4,71,39,60
2,44,2,94,35,27
1,61,1,67,73,55
11,8,3,58,50,42
4,52,4,59,42,28
10,67,2,81,34,40
6,41,4,51,79,45
12,41,3,24,50,72
7,32,3,13,22,10
3,39,2,53,55,28
2,69,2,49,31,47
7,60,1,56,27,37
2,35,4,70,78,69
9,16,4,50,49,12
5,27,3,26,46,34
1,26,4,54,46,32
8,20,3,24,40,41
6,27,2,73,46,90
7,4,1,28,33,35
1,34,4,94,94,46
9,16,4,90,41,43
12,31,1,57,32,64
6,45,3,56,63,46
8,31,3,76,51,25
3,8,1,65,76,71
8,49,4,65,67,28
1,76,1,17,87,19
6,57,4,32,82,45
7,49,2,92,64,86
8,1,1,63,30,87
6,23,4,55,82,14
11,69,1,60,66,77
9,35,4,50,29,79
1,22,3,52,90,55
7,50,2,25,71,56
6,25,4,90,40,42
12,0,3,80,36,12
2,57,4,42,96,49
5,11,3,17,40,78
7,10,4,52,75,86
1,6,1,54,91,43
8,17,3,92,72,12
3,77,3,85,76,56
4,15,4,26,53,65
5,9,1,25,66,67
8,19,1,37,85,74
1,63,3,79,66,28
12,45,2,31,96,69
6,73,4,14,72,57
10,78,2,13,49,23
2,10,2,42,59,26
10,52,3,69,44,32
12,12,2,72,47,39
8,11,3,20,38,66
7,77,2,85,74,20
2,43,2,37,53,26
4,58,4,28,82,15
2,12,4,71,96,12
9,22,4,14,81,87
3,52,1,83,79,72
2,78,4,73,81,89
6,69,4,95,74,55
10,75,2,21,97,54
10,15,3,38,50,47
3,28,4,11,51,55
11,62,1,35,48,29
6,56,2,21,59,38
1,46,1,26,35,27
9,27,4,64,78,71
10,24,2,82,31,69
9,66,1,33,22,50
8,25,1,40,64,10
12,40,3,91,42,46
9,1,3,49,46,31
2,54,2,27,82,89
1,45,4,100,36,18
4,52,2,63,96,70
12,0,4,94,40,90
9,41,1,31,51,83
4,45,2,25,77,25
7,69,2,41,99,17
2,3,3,60,85,53
11,38,3,13,73,23
5,38,2,33,83,70
4,79,3,57,63,45
7,14,4,80,59,26
5,75,2,69,56,24
4,7,3,78,98,39
1,42,1,96,52,88
6,25,3,89,25,58
3,63,1,34,35,13
10,40,2,71,60,84
6,58,3,25,40,45
5,70,3,95,66,29
1,63,3,58,27,75
4,19,4,49,67,59
9,74,4,31,63,48
6,73,3,48,57,85
8,12,4,62,93,49
9,42,4,79,58,35
8,75,2,89,45,71
6,8,2,39,44,59
10,5,1,62,22,14
10,78,1,52,94,38
5,44,4,75,54,29
5,44,1,13,81,81
1,7,3,65,92,15
3,59,3,68,85,32
6,13,4,51,72,58
2,73,1,76,47,40
9,59,4,88,76,27
3,22,4,88,29,30
5,44,2,75,83,62
3,28,4,19,43,39
3,30,3,49,71,26
9,71,4,22,60,66
1,45,4,62,40,46
2,14,1,63,97,27
6,44,2,54,63,42
12,20,2,48,96,56
6,58,4,76,64,84
8,55,2,52,90,31
11,9,1,45,75,47
7,27,4,24,74,34
3,60,1,26,22,33
9,25,4,60,53,36
6,49,1,44,91,11
3,61,2,88,29,53
7,50,4,20,51,41
4,36,2,27,29,10
8,80,1,23,36,75
7,58,2,36,83,27
5,17,1,90,66,82
6,49,1,16,88,62
12,75,1,90,65,65
7,28,1,86,55,16
11,54,3,99,35,45
8,57,4,37,28,17
12,46,2,95,40,23
10,65,4,37,50,17
6,13,3,91,22,87
2,58,1,24,42,69
5,70,4,33,21,12
9,68,2,15,62,78
6,8,3,55,25,59
10,13,3,58,52,36
4,51,3,22,98,21
10,48,4,42,86,65
5,38,2,65,64,28
7,47,4,82,31,77
5,45,2,43,32,26
2,80,1,98,41,76
12,42,1,66,43,28
3,34,1,99,89,63
5,7,1,51,43,85
1,57,2,20,64,64
8,50,1,75,99,89
10,69,4,19,85,84
6,41,1,55,90,66
1,15,3,33,78,66
6,12,2,14,44,68
2,77,4,35,38,65
1,56,1,52,91,81
1,24,3,100,22,20
1,29,1,52,34,63
11,68,1,22,22,12
8,46,2,68,24,24
2,0,2,51,43,17
1,16,1,75,95,81
1,4,3,54,91,69
6,7,1,59,23,41
2,54,4,54,44,51
1,26,1,82,51,40
6,19,3,89,82,71
4,57,1,77,92,69
10,64,2,91,41,60
9,64,3,44,74,29
3,9,3,34,21,50
1,24,1,41,63,48
8,32,3,65,46,12
8,44,2,47,40,88
5,22,4,53,58,86
4,79,4,33,94,75
8,35,1,89,25,74
3,32,3,79,32,31
6,42,3,76,95,48
5,63,1,46,91,33
6,79,2,38,60,16
5,45,4,79,29,40
5,52,4,48,94,70
12,9,4,87,81,10
11,55,2,43,26,52
3,43,1,64,72,72
9,2,2,13,72,86
7,10,1,27,69,36
11,40,3,63,44,79
12,71,4,86,61,52
12,71,3,38,70,84
7,54,3,10,47,48
2,69,2,76,39,58
6,16,4,78,96,15
5,11,1,19,80,73
6,7,2,18,76,41
4,12,1,78,29,43
4,33,1,26,81,66
4,7,4,48,33,69
4,77,2,47,80,81
6,31,4,79,91,87
4,72,3,58,56,83
11,2,1,20,53,13
2,21,4,27,39,71
10,79,4,64,24,51
10,26,2,69,75,19
6,60,4,40,95,13
2,19,2,46,46,66
11,40,1,64,55,60
8,71,4,27,51,16
12,38,2,13,86,54
12,78,1,98,47,36
3,59,3,29,46,75
5,58,4,84,31,41
3,73,1,84,68,83
11,78,2,52,92,36
6,36,2,86,57,64
8,5,3,32,92,17
3,9,1,40,68,19
10,9,3,89,23,79
4,38,3,74,100,51
6,69,2,83,63,66
1,78,3,88,92,26
1,40,2,20,43,10
9,15,2,63,44,34
8,68,1,61,66,72
2,66,1,20,72,88
4,16,2,57,44,37
9,49,2,99,85,66
6,53,2,100,22,50
2,33,4,80,67,66
1,55,2,28,80,88
4,29,4,79,98,21
5,16,4,57,88,87
1,56,4,39,65,61
10,74,3,72,34,69
2,70,3,66,79,79
3,61,2,79,34,14
4,66,4,91,32,23
6,36,3,38,58,36
5,45,3,50,89,42
3,3,2,84,76,12
12,1,4,73,90,21
5,47,2,74,76,56
4,74,1,29,54,16
8,18,4,11,21,10
1,48,2,21,56,39
1,72,2,50,35,41
3,63,1,18,78,72
3,67,2,30,20,62
7,63,2,54,74,87
12,44,4,79,82,86
10,23,3,80,80,54
3,11,2,80,52,32
8,52,3,56,20,44
5,64,1,50,94,73
9,38,3,86,84,61
2,7,3,91,90,65
9,80,1,71,37,24
2,54,2,10,92,65
3,71,1,78,57,33
9,79,4,82,49,74
1,19,3,69,59,77
11,10,3,69,90,37
6,62,4,68,53,34
7,33,2,88,59,80
7,37,3,33,24,88
6,59,4,79,86,16
4,39,2,76,96,79
4,21,2,82,24,35
4,52,4,15,58,58
5,77,2,24,99,28
6,2,3,50,21,72
8,49,2,93,51,12
9,25,2,43,23,55
3,16,1,98,25,10
5,35,2,69,76,38
1,1,3,71,81,87
4,66,3,11,31,85
3,40,2,58,94,46
8,46,2,64,95,22
10,30,1,22,40,90
